month,mean
2017-03,-3.4
2017-04,0.1
2017-05,3.8
2017-06,7.4
2017-07,8.8
2017-08,9.8
2017-09,7.7
2017-10,4.6
2017-11,4.1
2017-12,-0.1
