,month,mean
645,2005-09,9.0
646,2005-10,4.6
647,2005-11,-0.6
648,2005-12,-0.7
649,2006-01,-8.0
650,2006-02,-3.3
651,2006-03,-0.7
652,2006-04,-2.5
653,2006-05,1.7
654,2006-06,5.2
655,2006-07,8.8
656,2006-08,9.2
657,2006-09,7.1
658,2006-10,4.1
659,2006-11,1.4
660,2006-12,-4.7
661,2007-01,-6.6
662,2007-02,-0.9
663,2007-03,-7.6
664,2007-04,-1.4
665,2007-05,0.6
666,2007-06,4.8
667,2007-07,8.0
668,2007-08,9.6
669,2007-09,8.8
670,2007-10,3.9
671,2007-11,1.0
672,2007-12,-2.0
673,2008-01,-3.9
674,2008-02,-8.5
675,2008-03,-8.7
676,2008-04,-2.2
677,2008-05,0.9
678,2008-06,4.5
679,2008-07,7.0
680,2008-08,8.5
681,2008-09,7.7
682,2008-10,2.0
683,2008-11,-1.9
684,2008-12,-1.4
685,2009-01,-8.0
686,2009-02,-4.3
687,2009-03,-7.1
688,2009-04,-2.8
689,2009-05,1.8
690,2009-06,5.0
691,2009-07,7.1
692,2009-08,8.7
693,2009-09,6.4
694,2009-10,3.3
695,2009-11,-1.5
696,2009-12,-1.8
697,2010-01,-4.6
698,2010-02,-7.6
699,2010-03,-12.0
700,2010-04,-3.7
701,2010-05,0.9
702,2010-06,4.1
703,2010-07,7.5
704,2010-08,8.7
705,2010-09,7.7
706,2010-10,3.5
707,2010-11,0.6
708,2010-12,-2.2
709,2011-01,-3.4
710,2011-02,-1.8
711,2011-03,-2.7
712,2011-04,-2.9
713,2011-05,1.9
714,2011-06,5.2
715,2011-07,7.4
716,2011-08,8.9
717,2011-09,6.8
718,2011-10,3.5
719,2011-11,0.3
720,2011-09,6.8
721,2011-10,3.5
722,2011-11,0.3
723,2011-12,-2.5
724,2012-01,-9.7
725,2012-02,-6.3
726,2012-03,-9.3
727,2012-04,-3.6
728,2012-05,-0.5
729,2012-06,4.9
730,2012-07,7.1
731,2012-08,8.7
732,2012-09,5.3
733,2012-10,3.6
734,2012-11,-0.3
735,2012-12,-3.0
736,2013-01,-3.5
737,2013-02,-9.3
738,2013-03,-4.6
739,2013-04,-4.4
740,2013-05,0.4
741,2013-06,5.1
742,2013-07,8.3
743,2013-08,9.4
744,2013-09,7.2
745,2013-10,4.8
746,2013-11,1.5
747,2013-12,0.6
748,2014-01,-1.2
749,2014-02,-3.6
750,2014-03,-4.0
751,2014-04,1.1
752,2014-05,3.8
753,2014-06,6.6
754,2014-07,10.2
755,2014-08,11.6
756,2014-09,9.7
757,2014-10,3.8
758,2014-11,2.9
759,2014-12,0.9
760,2015-01,-1.0
761,2015-02,-1.9
762,2015-03,-2.8
763,2015-04,-1.3
764,2015-05,4.4
765,2015-06,6.7
766,2015-07,9.6
767,2015-08,10.4
768,2015-09,8.3
769,2015-10,5.3
770,2015-11,2.1
771,2015-12,-0.1
772,2016-01,-0.6
773,2016-02,0.6
774,2016-03,-1.9
775,2016-04,2.3
776,2016-05,4.9
777,2016-06,8.3
778,2016-07,11.1
779,2016-08,11.6
780,2016-09,9.9
781,2016-10,7.1
782,2016-11,1.2
783,2016-12,1.2
784,2017-01,-3.8
785,2017-02,-4.4
786,2017-03,-3.4
787,2017-04,0.1
788,2017-05,3.8
789,2017-06,7.4
790,2017-07,8.8
791,2017-08,9.8
792,2017-09,7.7
793,2017-10,4.6
794,2017-11,4.1
795,2017-12,-0.1
